Location ID,Name,Rating,No of reviews,Default URL,Image URL,Description
790361,À La Cloche D'or,4.5,378,https://www.tripadvisor.com/Restaurant_Review-g187147-d790361-Reviews-A_La_Cloche_D_or-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a6/c2/48/la-salle-cote-rue.jpg?w={width}&h={height}&s=1,
1194868,Il Duca,4.5,363,https://www.tripadvisor.com/Restaurant_Review-g187147-d1194868-Reviews-Il_Duca-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/1e/c6/9c/photo0jpg.jpg?w={width}&h={height}&s=1,
5943832,Brasserie L'alsace,3.5,2302,https://www.tripadvisor.com/Restaurant_Review-g187147-d5943832-Reviews-Brasserie_L_alsace-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/5d/95/28/terrasse.jpg?w={width}&h={height}&s=1,
5077858,Perchiana,4.5,614,https://www.tripadvisor.com/Restaurant_Review-g187147-d5077858-Reviews-Perchiana-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9f/0e/ef/plat.jpg?w={width}&h={height}&s=1,
790488,Le Sourire De Saigon,4.5,363,https://www.tripadvisor.com/Restaurant_Review-g187147-d790488-Reviews-Le_Sourire_De_Saigon-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/7c/9f/d8/l-interieur-du-sourire.jpg?w={width}&h={height}&s=1,"Welcome to the Smile of Saigon, your destination for an authentic Vietnamese culinary experience in the heart of the 18th arrondissement of Paris, near Montmartre. Since 1989, we have welcomed you into a chic colonial setting, adorned with antique furniture and trinkets, where a cosmopolitan, amusing, and relaxed atmosphere reigns.

From the moment you enter, you'll be transported by our magnificent decor, soft lighting, and soothing lounge music. The majestic Buddha at the entrance and our hostesses in traditional Vietnamese attire immediately immerse you in a serene and refined ambiance, reminiscent of old Indochina.

Our menu invites you to discover Vietnamese specialties such as chicken or seafood hot pot with coconut milk, caramelized monkfish, and rice cooked in bamboo. Each dish is carefully prepared to offer you authentic and delicious flavors."
796856,Swann et Vincent 15ème,4.5,195,https://www.tripadvisor.com/Restaurant_Review-g187147-d796856-Reviews-Swann_et_Vincent_15eme-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/00/28/69/swann-et-vincent.jpg?w={width}&h={height}&s=1,
786634,Le Petit Baigneur,4.5,508,https://www.tripadvisor.com/Restaurant_Review-g187147-d786634-Reviews-Le_Petit_Baigneur-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/18/1f/f7/le-restaurant.jpg?w={width}&h={height}&s=1,
6523426,A L'endroit,4.5,525,https://www.tripadvisor.com/Restaurant_Review-g187147-d6523426-Reviews-A_L_endroit-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/71/22/87/a-l-endroit.jpg?w={width}&h={height}&s=1,
1474626,Le P'tit Canon,4.5,400,https://www.tripadvisor.com/Restaurant_Review-g187147-d1474626-Reviews-Le_P_tit_Canon-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/2e/7c/8f/terrine-de-campagne.jpg?w={width}&h={height}&s=1,
8479707,Sapori di Parma,4.5,559,https://www.tripadvisor.com/Restaurant_Review-g187147-d8479707-Reviews-Sapori_di_Parma-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/5b/53/b9/photo1jpg.jpg?w={width}&h={height}&s=1,
1323764,Le Lamarck,4.5,416,https://www.tripadvisor.com/Restaurant_Review-g187147-d1323764-Reviews-Le_Lamarck-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/c7/42/5e/risotto-crevettes-sauvages.jpg?w={width}&h={height}&s=1,
2093131,Les Petits Plats,4.5,486,https://www.tripadvisor.com/Restaurant_Review-g187147-d2093131-Reviews-Les_Petits_Plats-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/7d/18/1a/20180906-195622-largejpg.jpg?w={width}&h={height}&s=1,
714975,Chez Léon,4.5,480,https://www.tripadvisor.com/Restaurant_Review-g187147-d714975-Reviews-Chez_Leon-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/29/3c/76/la-nouvelle-terrasse.jpg?w={width}&h={height}&s=1,
8828406,Restaurant La Haute Cloche,4.5,166,https://www.tripadvisor.com/Restaurant_Review-g187147-d8828406-Reviews-Restaurant_La_Haute_Cloche-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/82/1d/88/large-choix-de-vin-de.jpg?w={width}&h={height}&s=1,"A French-style gourmet bistro ! The restaurant La Haute Cloche offers home-made and seasonal dishes. Very nice wine list, with more than 70 references."
8365421,Ober Mamma,4.0,2077,https://www.tripadvisor.com/Restaurant_Review-g187147-d8365421-Reviews-Ober_Mamma-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/47/21/46/ober-mamma.jpg?w={width}&h={height}&s=1,
1866269,Derrière,3.5,1220,https://www.tripadvisor.com/Restaurant_Review-g187147-d1866269-Reviews-Derriere-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/55/81/70/table-d-hotes.jpg?w={width}&h={height}&s=1,
719566,Ma Bourgogne,3.5,950,https://www.tripadvisor.com/Restaurant_Review-g187147-d719566-Reviews-Ma_Bourgogne-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/36/ac/8f/photo5jpg.jpg?w={width}&h={height}&s=1,
10821290,Restaurant Montée,4.5,114,https://www.tripadvisor.com/Restaurant_Review-g187147-d10821290-Reviews-Restaurant_Montee-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/47/56/98/dessert.jpg?w={width}&h={height}&s=1,"CONCEPT In the respect for the seasons and nature, Our products are carefully selected in close collaboration with our suppliers. Our mission is to create healthy and innovative dishes. Open hours Tuesday – Saturday: 12:00 – 14:00 and 19:30 – 21:30 Sunday and Monday: Closed Chef: TAKAYUKI NAMEURA Born on August 15, 1972 in Japan. After working in several restaurants in Kobe and Osaka, he came to work in the south of France, mainly in Nimes, in 1999 to gain a professional experience. In 2006, he opened his own French restaurant “MONTEE” in Kobe. In 2016, he moved his bases in France and then relaunched his restaurant in the 14th district of Paris."
1050534,Le Cafe du Commerce,4.0,1941,https://www.tripadvisor.com/Restaurant_Review-g187147-d1050534-Reviews-Le_Cafe_du_Commerce-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/e3/c5/78/cafe-du-commerce.jpg?w={width}&h={height}&s=1,
719479,Le Volant,4.5,636,https://www.tripadvisor.com/Restaurant_Review-g187147-d719479-Reviews-Le_Volant-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/daodao/photo-o/16/70/9a/8b/photo2jpg.jpg?w={width}&h={height}&s=1,
3437040,Royal Opera Restaurant,3.0,652,https://www.tripadvisor.com/Restaurant_Review-g187147-d3437040-Reviews-Royal_Opera_Restaurant-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/39/b0/01/photo1jpg.jpg?w={width}&h={height}&s=1,
20055055,Passionné Restaurant,4.5,387,https://www.tripadvisor.com/Restaurant_Review-g187147-d20055055-Reviews-Passionne_Restaurant-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/21/5c/51/belle-ambiance-tamisee.jpg?w={width}&h={height}&s=1,
1542343,Bistrot Richelieu,4.5,788,https://www.tripadvisor.com/Restaurant_Review-g187147-d1542343-Reviews-Bistrot_Richelieu-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/f1/41/73/lentil-salad.jpg?w={width}&h={height}&s=1,
4475869,Sangeetha Vegetarian restaurant,4.0,426,https://www.tripadvisor.com/Restaurant_Review-g187147-d4475869-Reviews-Sangeetha_Vegetarian_restaurant-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/44/6a/dc/sangeetha-paris.jpg?w={width}&h={height}&s=1,
785999,Je The...Me,4.5,357,https://www.tripadvisor.com/Restaurant_Review-g187147-d785999-Reviews-Je_The_Me-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d2/27/8f/photo0jpg.jpg?w={width}&h={height}&s=1,
786001,Le Bélisaire,4.5,800,https://www.tripadvisor.com/Restaurant_Review-g187147-d786001-Reviews-Le_Belisaire-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/82/ad/73/photo0jpg.jpg?w={width}&h={height}&s=1,
4701802,Paris XVII,4.5,140,https://www.tripadvisor.com/Restaurant_Review-g187147-d4701802-Reviews-Paris_XVII-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/67/4e/0f/photo-de-la-salle.jpg?w={width}&h={height}&s=1,"A few steps walk from the Porte Maillot in the heart of the 17th arrondissement, a restaurant named Paris XVII invites the sweetness of life and greed.Between authenticity and simplicity the Paris XVII invites passersby to push its doors for a moment. Once inside, the clock seems to have stopped a moment of conviviality and sharing."
782367,Le 14 Juillet,4.5,555,https://www.tripadvisor.com/Restaurant_Review-g187147-d782367-Reviews-Le_14_Juillet-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/9e/b5/b1/le-14-juillet.jpg?w={width}&h={height}&s=1,
1163179,Bistrot Chic,4.5,512,https://www.tripadvisor.com/Restaurant_Review-g187147-d1163179-Reviews-Bistrot_Chic-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/45/e5/56/20180613-131705-1-largejpg.jpg?w={width}&h={height}&s=1,
7208883,Via Del Gusto,4.5,642,https://www.tripadvisor.com/Restaurant_Review-g187147-d7208883-Reviews-Via_Del_Gusto-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/ad/dc/ab/v-d-g.jpg?w={width}&h={height}&s=1,
718046,Il etait une Oie dans le Sud Ouest,4.5,537,https://www.tripadvisor.com/Restaurant_Review-g187147-d718046-Reviews-Il_etait_une_Oie_dans_le_Sud_Ouest-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/15/d2/b3/foie-gras-cru-a-la-fleur.jpg?w={width}&h={height}&s=1,
719926,Tang,4.5,171,https://www.tripadvisor.com/Restaurant_Review-g187147-d719926-Reviews-Tang-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/79/fd/58/photo2jpg.jpg?w={width}&h={height}&s=1,
1335587,Phebe,4.5,324,https://www.tripadvisor.com/Restaurant_Review-g187147-d1335587-Reviews-Phebe-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/87/ba/ba/cadre-belle-epoque.jpg?w={width}&h={height}&s=1,
2614558,Huîtres et Saumons de Passy,4.5,373,https://www.tripadvisor.com/Restaurant_Review-g187147-d2614558-Reviews-Huitres_et_Saumons_de_Passy-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/8f/96/cb/restaurant-de-la-mer.jpg?w={width}&h={height}&s=1,
1091071,L'atelier Du Marché,4.5,451,https://www.tripadvisor.com/Restaurant_Review-g187147-d1091071-Reviews-L_atelier_Du_Marche-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/e2/24/e8/salle-principale.jpg?w={width}&h={height}&s=1,"The French cuisine we like! Nothing fancy, a selection of fresh products, a warm and cosy 'bistrot' ambiance, where regular guests love to come and have a drink (or two!!). Here we only serve what we like, and the wine list is wide!"
1489100,Sgabetti Ristorante Italiano,4.5,315,https://www.tripadvisor.com/Restaurant_Review-g187147-d1489100-Reviews-Sgabetti_Ristorante_Italiano-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/a8/c0/d4/photo3jpg.jpg?w={width}&h={height}&s=1,
2543138,Janna,4.5,347,https://www.tripadvisor.com/Restaurant_Review-g187147-d2543138-Reviews-Janna-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/33/65/ea/venez-profiter-de-repas.jpg?w={width}&h={height}&s=1,
3350579,Schum,4.5,228,https://www.tripadvisor.com/Restaurant_Review-g187147-d3350579-Reviews-Schum-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/0e/72/b0/schum.jpg?w={width}&h={height}&s=1,
718699,La Mascotte Montmartre,4.0,1329,https://www.tripadvisor.com/Restaurant_Review-g187147-d718699-Reviews-La_Mascotte_Montmartre-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/42/72/67/le-plateau-royal-de-la.jpg?w={width}&h={height}&s=1,
6530879,Le Petit Saint-Benoit,3.5,795,https://www.tripadvisor.com/Restaurant_Review-g187147-d6530879-Reviews-Le_Petit_Saint_Benoit-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/d0/3e/27/sitting-outside-at-a.jpg?w={width}&h={height}&s=1,
714973,Chez l'Ami Louis,3.5,582,https://www.tripadvisor.com/Restaurant_Review-g187147-d714973-Reviews-Chez_l_Ami_Louis-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/53/c7/40/photo1jpg.jpg?w={width}&h={height}&s=1,
719770,Maison Rostang,4.5,642,https://www.tripadvisor.com/Restaurant_Review-g187147-d719770-Reviews-Maison_Rostang-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/e6/2d/89/salle-principale.jpg?w={width}&h={height}&s=1,
4134670,Helen,4.5,279,https://www.tripadvisor.com/Restaurant_Review-g187147-d4134670-Reviews-Helen-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/e6/98/07/queues-de-langoustines.jpg?w={width}&h={height}&s=1,
1191240,A l'Affiche,4.5,380,https://www.tripadvisor.com/Restaurant_Review-g187147-d1191240-Reviews-A_l_Affiche-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/54/69/13/a-l-affiche.jpg?w={width}&h={height}&s=1,
1863373,Le 27 Gourmand,4.5,408,https://www.tripadvisor.com/Restaurant_Review-g187147-d1863373-Reviews-Le_27_Gourmand-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/96/d2/1f/miam.jpg?w={width}&h={height}&s=1,"Try one of our fresh Sud Ouest specialties and our new Truffle menu, with foie gras, duck magret with fig, duck confit, foie gras ravioli, or our Black Angus Sud Ouest burger, or our homemade dessert."
12242380,Shirvan,4.5,389,https://www.tripadvisor.com/Restaurant_Review-g187147-d12242380-Reviews-Shirvan-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/5c/02/ba/les-epices-font-partie.jpg?w={width}&h={height}&s=1,
2173632,Tifinagh Restaurant,4.5,326,https://www.tripadvisor.com/Restaurant_Review-g187147-d2173632-Reviews-Tifinagh_Restaurant-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/4a/90/d2/beouf-bourguignon.jpg?w={width}&h={height}&s=1,
695264,Alcazar,4.0,1276,https://www.tripadvisor.com/Restaurant_Review-g187147-d695264-Reviews-Alcazar-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/5a/2c/a0/photo9jpg.jpg?w={width}&h={height}&s=1,"Serving the best cuisine from both sides of the channel, Alcazar restaurant and bar offers a very traditional French ambience in the famous Saint Germain de Près district near the School of Fine Arts. The glass ceiling fills the lower dining area with natural light and gives a bright and airy feel. The eclectic menu features primarily French cuisine, with produce such as Smoked Salmon or the House Foie Gras, not to mention the original Raspberry and Liquorice Vacherin dessert. A more contemporary atmosphere can be found on the mezzanine floor overlooking the restaurant, where you can sample the extensive cocktail list whilst listening to a diverse selection of house music from some of the best Parisian DJs. Another unique experience can be enjoyed on Monday night, where you can dine with the accompaniment of classical music from Véronique Chevalier and her musicians."
1109785,La Rose De France,4.0,656,https://www.tripadvisor.com/Restaurant_Review-g187147-d1109785-Reviews-La_Rose_De_France-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/df/c7/59/notre-terrasse-ensoleillee.jpg?w={width}&h={height}&s=1,"Situated on the Place Dauphine in the heart of Paris' 1st arrondissement, close to the Pont Neuf, Saint Michel, Notre Dame, la Sainte-Chapelle and the Louvre, La Rose de France is a haven of peace with its lush green terrace and warm Mediterranean d��cor. This charming restaurant has been serving traditional French market cuisine and fine wines for over 63 years. Dishes include tartine of smoked salmon with rocket, pumpkin soup, grilled Barramundi fillet with fried artichokes and tender duck breasts that are perfectly pink in the centre. La Rose de France boasts a diverse wine list which is sure to satisfy even the most demanding palette. The average price varies between 22 to 46 Euros."
1787161,Cafe Med,4.0,643,https://www.tripadvisor.com/Restaurant_Review-g187147-d1787161-Reviews-Cafe_Med-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a9/a2/05/photo-3inside-view-of.jpg?w={width}&h={height}&s=1,
1534789,Ma Salle a Manger,4.0,554,https://www.tripadvisor.com/Restaurant_Review-g187147-d1534789-Reviews-Ma_Salle_a_Manger-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/3b/cd/3d/the-spanish-lady.jpg?w={width}&h={height}&s=1,
714995,Restaurant Paul,4.0,304,https://www.tripadvisor.com/Restaurant_Review-g187147-d714995-Reviews-Restaurant_Paul-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/92/d2/f6/photo2jpg.jpg?w={width}&h={height}&s=1,
718140,L'Auberge Dab,4.0,1500,https://www.tripadvisor.com/Restaurant_Review-g187147-d718140-Reviews-L_Auberge_Dab-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/61/92/ce/salon.jpg?w={width}&h={height}&s=1,
1514448,Le Bon Bock,4.0,909,https://www.tripadvisor.com/Restaurant_Review-g187147-d1514448-Reviews-Le_Bon_Bock-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/07/6c/dd/le-bon-bock.jpg?w={width}&h={height}&s=1,
3159643,Bistrot L'olivier,4.5,559,https://www.tripadvisor.com/Restaurant_Review-g187147-d3159643-Reviews-Bistrot_L_olivier-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/90/ce/19/venez-deguster-des-dejeuners.jpg?w={width}&h={height}&s=1,"Bistrot L'Olivier in Paris 18: Savor Authentic French Cuisine at the Foot of Montmartre

Discover Bistrot L'Olivier, a culinary gem nestled in the 18th arrondissement of Paris, at the foot of the iconic Butte Montmartre. This lively restaurant invites you to enjoy authentic French cuisine, prepared with fresh, top-quality ingredients.

The elegant and friendly atmosphere of Bistrot L'Olivier makes it the perfect spot for lunches, dinners, or private events. Its carefully selected wine list pairs beautifully with each dish, ensuring an unforgettable dining experience.

With attentive service and a welcoming ambiance, Bistrot L'Olivier is the ideal destination for savoring delicious moments in the 18th arrondissement of Paris."
6611579,Chez Tony,4.5,213,https://www.tripadvisor.com/Restaurant_Review-g187147-d6611579-Reviews-Chez_Tony-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/51/8a/a5/img-20190919-200626-largejpg.jpg?w={width}&h={height}&s=1,
1035679,Da Franco,4.5,192,https://www.tripadvisor.com/Restaurant_Review-g187147-d1035679-Reviews-Da_Franco-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6e/a5/53/desert.jpg?w={width}&h={height}&s=1,
719042,Le Bistrot des Vignes,4.5,307,https://www.tripadvisor.com/Restaurant_Review-g187147-d719042-Reviews-Le_Bistrot_des_Vignes-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/f8/38/ed/saint-jacques.jpg?w={width}&h={height}&s=1,"Le Bistrot de Vignes restaurant in the heart of Paris' thriving Passy district has light colour and flavour to recommend it. The classic bistro frontage gives way to a bright and airy dining room where the cheery artwork and crayon-coloured chairs create a convivial ambience. The seasonal, market-led menu is stuffed full of the classics of French bistro dining in dishes like fricassee of mushrooms and escargot in garlic, grilled steak with confit shallots and haricots verts, vanilla creme brulee. The services is tres vite at lunchtime, perfect for the local crowd. There is a huge choice of wines by the glass, so you can match each course properly. Summer terrace"
718171,Etoile Marocaine,4.5,321,https://www.tripadvisor.com/Restaurant_Review-g187147-d718171-Reviews-Etoile_Marocaine-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/29/65/20/etoile-marocaine.jpg?w={width}&h={height}&s=1,"A stone's throw from the Champs Élysées Discover the Moroccan star since 1984, an immersion in delicious Moroccan gastronomy. Immerse yourself in the captivating atmosphere of our typically Moroccan decor"
719069,Il Carpaccio,4.5,951,https://www.tripadvisor.com/Restaurant_Review-g187147-d719069-Reviews-Il_Carpaccio-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/9a/59/bd/salle.jpg?w={width}&h={height}&s=1,"Our Italian restaurant Il Carpaccio is the only Michelin-star Italian restaurant in Paris. It first opened its doors 30 years ago, and has since established itself as a true institution. Drawing on his heritage, Chef Roberto Rispoli gives a very personal interpretation of traditional family recipes from Italy's many regions, using the best and freshest Italian produce. Originally from Pompei near Naples, Roberto has revived Il Carpaccio under the direction of Executive Chef Laurent Andre, with superstar pastry chef Pierre Herme bringing classic Italian desserts to a whole new level, and Head Sommelier Manuel Peyrondet (Meilleur Ouvrier de France and Best Sommelier in France) sharing his passion for Italian wines. The intimate dining room draws on a Sicilian baroque style with an extravagant shell decor on the walls, opening onto a lovely glass conservatory drenched in light. Two contemporary artists have created unique works of art that add to the Italian theme."
1035308,Murier,4.5,203,https://www.tripadvisor.com/Restaurant_Review-g187147-d1035308-Reviews-Murier-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/41/53/08/20180305-130545-largejpg.jpg?w={width}&h={height}&s=1,
2571155,Le Verre Galant,4.5,863,https://www.tripadvisor.com/Restaurant_Review-g187147-d2571155-Reviews-Le_Verre_Galant-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/f5/79/09/grande-salle-vue-exterieure.jpg?w={width}&h={height}&s=1,
5503450,Restaurant Le Chat Noir,4.0,1138,https://www.tripadvisor.com/Restaurant_Review-g187147-d5503450-Reviews-Restaurant_Le_Chat_Noir-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/fb/36/e9/le-chat-noir.jpg?w={width}&h={height}&s=1,"Located in the lively Pigalle district, next to the Moulin Rouge, Le Chat Noir restaurant opened in 1881. We'd love to welcome you to dine and drink with us from 9 a.m. to 6 a.m., and enjoy our delicious cuisine, fine champagnes and wines, all in a welcoming atmosphere. Our new cocktail menu awaits you, with “Porn Star Martini” and the “Mojito Maison” and special editions like “Moulin Rouge”. And don't forget our Happy Hours from 2 p.m. to 9pm!"
719862,Le Relais Louis XIII,4.5,590,https://www.tripadvisor.com/Restaurant_Review-g187147-d719862-Reviews-Le_Relais_Louis_XIII-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/bb/21/6b/img-20190527-022358-325.jpg?w={width}&h={height}&s=1,
2703577,Sanukiya,4.5,837,https://www.tripadvisor.com/Restaurant_Review-g187147-d2703577-Reviews-Sanukiya-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/1b/71/8f/photo0jpg.jpg?w={width}&h={height}&s=1,
897024,Chez le Libanais,4.5,553,https://www.tripadvisor.com/Restaurant_Review-g187147-d897024-Reviews-Chez_le_Libanais-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/52/2b/96/lebanese-manakishes.jpg?w={width}&h={height}&s=1,
720150,Restaurant Le W,4.5,748,https://www.tripadvisor.com/Restaurant_Review-g187147-d720150-Reviews-Restaurant_Le_W-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/d9/33/ad/restaurant-le-w.jpg?w={width}&h={height}&s=1,
1378994,Cafe Central,3.5,1095,https://www.tripadvisor.com/Restaurant_Review-g187147-d1378994-Reviews-Cafe_Central-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/e9/a9/6e/cafe-central.jpg?w={width}&h={height}&s=1,
2185889,Le Pantruche,4.5,595,https://www.tripadvisor.com/Restaurant_Review-g187147-d2185889-Reviews-Le_Pantruche-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/07/a4/84/le-pantruche.jpg?w={width}&h={height}&s=1,Le Pantruche offers a genuine Bistro style cuisine within a friendly atmosphere in the heart of Paris-Pigale's district
6028549,La Pause Libanaise Resto,4.5,804,https://www.tripadvisor.com/Restaurant_Review-g187147-d6028549-Reviews-La_Pause_Libanaise_Resto-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/a9/5c/08/venez-decourvrir-nos.jpg?w={width}&h={height}&s=1,
790486,Café Sud,4.5,417,https://www.tripadvisor.com/Restaurant_Review-g187147-d790486-Reviews-Cafe_Sud-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/f4/41/1f/soirees-jazz-tous-les.jpg?w={width}&h={height}&s=1,
2719266,Les Canailles,4.5,770,https://www.tripadvisor.com/Restaurant_Review-g187147-d2719266-Reviews-Les_Canailles-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f6/6a/d4/saumon-marine-aux-agrume.jpg?w={width}&h={height}&s=1,
2212302,Soon Restaurant,4.5,423,https://www.tripadvisor.com/Restaurant_Review-g187147-d2212302-Reviews-Soon_Restaurant-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/d5/fa/30/soon.jpg?w={width}&h={height}&s=1,
719472,Le Villaret,4.5,404,https://www.tripadvisor.com/Restaurant_Review-g187147-d719472-Reviews-Le_Villaret-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/f9/a9/27/mousse-de-mascarpone.jpg?w={width}&h={height}&s=1,"Fine dining restaurant in the middle of Paris. Fresh seasonal products, the menu is daily changed, more than 1000 wine references."
23640871,Granite,5.0,174,https://www.tripadvisor.com/Restaurant_Review-g187147-d23640871-Reviews-Granite-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/e6/69/fb/salle.jpg?w={width}&h={height}&s=1,
13422255,Jackpot,4.5,251,https://www.tripadvisor.com/Restaurant_Review-g187147-d13422255-Reviews-Jackpot-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/19/5d/c8/restaurant-100-creatif.jpg?w={width}&h={height}&s=1,
